"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Aug 31 00:23:48 MSK 2023","Thu Aug 31 00:23:49 MSK 2023","929","tests","Elements","Web Tables","","","test_web_table_add_person[input_data105]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:30:38 MSK 2023","Thu Aug 31 00:30:40 MSK 2023","1352","tests","Elements","Web Tables","","","test_web_table_add_person[input_data350]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:29:29 MSK 2023","Thu Aug 31 00:29:30 MSK 2023","1329","tests","Elements","Web Tables","","","test_web_table_add_person[input_data311]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:29:22 MSK 2023","Thu Aug 31 00:29:23 MSK 2023","1332","tests","Elements","Web Tables","","","test_web_table_add_person[input_data307]"," Check if one new person could be added in the list "
"passed","Thu Aug 31 00:23:34 MSK 2023","Thu Aug 31 00:23:35 MSK 2023","984","tests","Elements","Web Tables","","","test_web_table_add_person[input_data96]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:21:38 MSK 2023","Thu Aug 31 00:21:39 MSK 2023","1463","tests","Elements","Web Tables","","","test_web_table_add_person[input_data16]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:30:08 MSK 2023","Thu Aug 31 00:30:09 MSK 2023","1384","tests","Elements","Web Tables","","","test_web_table_add_person[input_data333]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:26:26 MSK 2023","Thu Aug 31 00:26:27 MSK 2023","1309","tests","Elements","Web Tables","","","test_web_table_add_person[input_data205]"," Check if one new person could be added in the list "
"passed","Thu Aug 31 00:24:49 MSK 2023","Thu Aug 31 00:24:50 MSK 2023","1008","tests","Elements","Web Tables","","","test_web_table_add_person[input_data149]"," Check if one new person could be added in the list "
"passed","Thu Aug 31 00:24:01 MSK 2023","Thu Aug 31 00:24:02 MSK 2023","892","tests","Elements","Web Tables","","","test_web_table_add_person[input_data115]"," Check if one new person could be added in the list "
"passed","Thu Aug 31 00:22:44 MSK 2023","Thu Aug 31 00:22:45 MSK 2023","904","tests","Elements","Web Tables","","","test_web_table_add_person[input_data60]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:21:31 MSK 2023","Thu Aug 31 00:21:32 MSK 2023","988","tests","Elements","Web Tables","","","test_web_table_add_person[input_data11]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:31:44 MSK 2023","Thu Aug 31 00:31:45 MSK 2023","948","tests","Elements","Web Tables","","","test_web_table_add_person[input_data388]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:26:07 MSK 2023","Thu Aug 31 00:26:08 MSK 2023","1476","tests","Elements","Web Tables","","","test_web_table_add_person[input_data194]"," Check if one new person could be added in the list "
"passed","Thu Aug 31 00:24:22 MSK 2023","Thu Aug 31 00:24:23 MSK 2023","957","tests","Elements","Web Tables","","","test_web_table_add_person[input_data129]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:27:30 MSK 2023","Thu Aug 31 00:27:31 MSK 2023","1320","tests","Elements","Web Tables","","","test_web_table_add_person[input_data243]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:24:04 MSK 2023","Thu Aug 31 00:24:05 MSK 2023","1317","tests","Elements","Web Tables","","","test_web_table_add_person[input_data117]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:29:07 MSK 2023","Thu Aug 31 00:29:09 MSK 2023","1435","tests","Elements","Web Tables","","","test_web_table_add_person[input_data299]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:21:32 MSK 2023","Thu Aug 31 00:21:33 MSK 2023","946","tests","Elements","Web Tables","","","test_web_table_add_person[input_data12]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:30:12 MSK 2023","Thu Aug 31 00:30:13 MSK 2023","1380","tests","Elements","Web Tables","","","test_web_table_add_person[input_data335]"," Check if one new person could be added in the list "
"passed","Thu Aug 31 00:32:10 MSK 2023","Thu Aug 31 00:32:10 MSK 2023","328","tests","Elements","Web Tables","","","test_web_table_search_specified_results[cierra@example.com-1]"," Check if search result matches to the query "
"skipped","Thu Aug 31 00:29:14 MSK 2023","Thu Aug 31 00:29:16 MSK 2023","1402","tests","Elements","Web Tables","","","test_web_table_add_person[input_data303]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:29:20 MSK 2023","Thu Aug 31 00:29:21 MSK 2023","1593","tests","Elements","Web Tables","","","test_web_table_add_person[input_data306]"," Check if one new person could be added in the list "
"passed","Thu Aug 31 00:23:33 MSK 2023","Thu Aug 31 00:23:34 MSK 2023","901","tests","Elements","Web Tables","","","test_web_table_add_person[input_data95]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:26:38 MSK 2023","Thu Aug 31 00:26:40 MSK 2023","1421","tests","Elements","Web Tables","","","test_web_table_add_person[input_data212]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:31:11 MSK 2023","Thu Aug 31 00:31:12 MSK 2023","1407","tests","Elements","Web Tables","","","test_web_table_add_person[input_data369]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:28:21 MSK 2023","Thu Aug 31 00:28:23 MSK 2023","1387","tests","Elements","Web Tables","","","test_web_table_add_person[input_data273]"," Check if one new person could be added in the list "
"passed","Thu Aug 31 00:32:37 MSK 2023","Thu Aug 31 00:32:38 MSK 2023","1279","tests","Elements","Web Tables","","","test_web_table_delete_new_random_person"," Check if a new random person could be deleted "
"failed","Thu Aug 31 00:22:46 MSK 2023","Thu Aug 31 00:22:47 MSK 2023","872","tests","Elements","Web Tables","","","test_web_table_add_person[input_data61]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:31:42 MSK 2023","Thu Aug 31 00:31:44 MSK 2023","1404","tests","Elements","Web Tables","","","test_web_table_add_person[input_data387]"," Check if one new person could be added in the list "
"passed","Thu Aug 31 00:33:00 MSK 2023","Thu Aug 31 00:33:00 MSK 2023","320","tests","Elements","ClickButtons","","","test_click_buttons_page_single_click"," Check if it's possible to single-click button "
"failed","Thu Aug 31 00:28:32 MSK 2023","Thu Aug 31 00:28:33 MSK 2023","1352","tests","Elements","Web Tables","","","test_web_table_add_person[input_data279]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:25:46 MSK 2023","Thu Aug 31 00:25:47 MSK 2023","1326","tests","Elements","Web Tables","","","test_web_table_add_person[input_data182]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:26:58 MSK 2023","Thu Aug 31 00:26:59 MSK 2023","884","tests","Elements","Web Tables","","","test_web_table_add_person[input_data224]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:28:00 MSK 2023","Thu Aug 31 00:28:01 MSK 2023","1336","tests","Elements","Web Tables","","","test_web_table_add_person[input_data260]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:32:15 MSK 2023","Thu Aug 31 00:32:15 MSK 2023","209","tests","Elements","Web Tables","","","test_web_table_search_specified_results[1000-2]"," Check if search result matches to the query "
"failed","Thu Aug 31 00:27:32 MSK 2023","Thu Aug 31 00:27:33 MSK 2023","1364","tests","Elements","Web Tables","","","test_web_table_add_person[input_data244]"," Check if one new person could be added in the list "
"passed","Thu Aug 31 00:22:32 MSK 2023","Thu Aug 31 00:22:33 MSK 2023","996","tests","Elements","Web Tables","","","test_web_table_add_person[input_data51]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:28:39 MSK 2023","Thu Aug 31 00:28:40 MSK 2023","956","tests","Elements","Web Tables","","","test_web_table_add_person[input_data283]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:30:19 MSK 2023","Thu Aug 31 00:30:20 MSK 2023","1444","tests","Elements","Web Tables","","","test_web_table_add_person[input_data339]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:26:10 MSK 2023","Thu Aug 31 00:26:11 MSK 2023","1375","tests","Elements","Web Tables","","","test_web_table_add_person[input_data196]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:27:48 MSK 2023","Thu Aug 31 00:27:49 MSK 2023","1332","tests","Elements","Web Tables","","","test_web_table_add_person[input_data253]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:27:39 MSK 2023","Thu Aug 31 00:27:41 MSK 2023","1376","tests","Elements","Web Tables","","","test_web_table_add_person[input_data248]"," Check if one new person could be added in the list "
"passed","Thu Aug 31 00:32:38 MSK 2023","Thu Aug 31 00:32:39 MSK 2023","410","tests","Elements","Web Tables","","","test_web_table_delete_specified_person_by_first_name[Cierra]"," Check if a person could be deleted "
"failed","Thu Aug 31 00:21:21 MSK 2023","Thu Aug 31 00:21:22 MSK 2023","1349","tests","Elements","Web Tables","","","test_web_table_add_person[input_data4]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:30:30 MSK 2023","Thu Aug 31 00:30:31 MSK 2023","1324","tests","Elements","Web Tables","","","test_web_table_add_person[input_data345]"," Check if one new person could be added in the list "
"passed","Thu Aug 31 00:33:43 MSK 2023","Thu Aug 31 00:33:48 MSK 2023","5077","tests","Elements","Dynamic Properties","","","test_visible_after"," Check if the button is visible after 5 seconds"
"skipped","Thu Aug 31 00:28:02 MSK 2023","Thu Aug 31 00:28:03 MSK 2023","1384","tests","Elements","Web Tables","","","test_web_table_add_person[input_data261]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:30:03 MSK 2023","Thu Aug 31 00:30:04 MSK 2023","1324","tests","Elements","Web Tables","","","test_web_table_add_person[input_data330]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:22:05 MSK 2023","Thu Aug 31 00:22:06 MSK 2023","1104","tests","Elements","Web Tables","","","test_web_table_add_person[input_data33]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:22:28 MSK 2023","Thu Aug 31 00:22:29 MSK 2023","1420","tests","Elements","Web Tables","","","test_web_table_add_person[input_data48]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:23:37 MSK 2023","Thu Aug 31 00:23:38 MSK 2023","901","tests","Elements","Web Tables","","","test_web_table_add_person[input_data98]"," Check if one new person could be added in the list "
"passed","Thu Aug 31 00:33:21 MSK 2023","Thu Aug 31 00:33:21 MSK 2023","104","tests","Elements","Upload and Download","","","test_upload_file[C:\\sdi.cfg]"," Check if local and server files are equal "
"failed","Thu Aug 31 00:30:33 MSK 2023","Thu Aug 31 00:30:34 MSK 2023","1356","tests","Elements","Web Tables","","","test_web_table_add_person[input_data347]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:29:58 MSK 2023","Thu Aug 31 00:29:59 MSK 2023","1376","tests","Elements","Web Tables","","","test_web_table_add_person[input_data327]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:28:55 MSK 2023","Thu Aug 31 00:28:56 MSK 2023","1356","tests","Elements","Web Tables","","","test_web_table_add_person[input_data292]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:29:42 MSK 2023","Thu Aug 31 00:29:43 MSK 2023","1372","tests","Elements","Web Tables","","","test_web_table_add_person[input_data318]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:25:05 MSK 2023","Thu Aug 31 00:25:06 MSK 2023","1416","tests","Elements","Web Tables","","","test_web_table_add_person[input_data158]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:29:27 MSK 2023","Thu Aug 31 00:29:28 MSK 2023","1364","tests","Elements","Web Tables","","","test_web_table_add_person[input_data310]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:24:07 MSK 2023","Thu Aug 31 00:24:09 MSK 2023","1464","tests","Elements","Web Tables","","","test_web_table_add_person[input_data119]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:28:25 MSK 2023","Thu Aug 31 00:28:26 MSK 2023","1409","tests","Elements","Web Tables","","","test_web_table_add_person[input_data275]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:25:13 MSK 2023","Thu Aug 31 00:25:15 MSK 2023","1340","tests","Elements","Web Tables","","","test_web_table_add_person[input_data163]"," Check if one new person could be added in the list "
"passed","Thu Aug 31 00:21:17 MSK 2023","Thu Aug 31 00:21:18 MSK 2023","961","tests","Elements","Web Tables","","","test_web_table_add_person[input_data1]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:23:35 MSK 2023","Thu Aug 31 00:23:37 MSK 2023","1406","tests","Elements","Web Tables","","","test_web_table_add_person[input_data97]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:24:16 MSK 2023","Thu Aug 31 00:24:17 MSK 2023","944","tests","Elements","Web Tables","","","test_web_table_add_person[input_data125]"," Check if one new person could be added in the list "
"passed","Thu Aug 31 00:23:26 MSK 2023","Thu Aug 31 00:23:27 MSK 2023","936","tests","Elements","Web Tables","","","test_web_table_add_person[input_data89]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:23:44 MSK 2023","Thu Aug 31 00:23:46 MSK 2023","1371","tests","Elements","Web Tables","","","test_web_table_add_person[input_data103]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:31:56 MSK 2023","Thu Aug 31 00:31:57 MSK 2023","1331","tests","Elements","Web Tables","","","test_web_table_add_person[input_data395]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:25:15 MSK 2023","Thu Aug 31 00:25:16 MSK 2023","1403","tests","Elements","Web Tables","","","test_web_table_add_person[input_data164]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:22:31 MSK 2023","Thu Aug 31 00:22:32 MSK 2023","936","tests","Elements","Web Tables","","","test_web_table_add_person[input_data50]"," Check if one new person could be added in the list "
"passed","Thu Aug 31 00:32:11 MSK 2023","Thu Aug 31 00:32:11 MSK 2023","204","tests","Elements","Web Tables","","","test_web_table_search_specified_results[10000-1]"," Check if search result matches to the query "
"failed","Thu Aug 31 00:24:36 MSK 2023","Thu Aug 31 00:24:37 MSK 2023","908","tests","Elements","Web Tables","","","test_web_table_add_person[input_data139]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:31:26 MSK 2023","Thu Aug 31 00:31:28 MSK 2023","1463","tests","Elements","Web Tables","","","test_web_table_add_person[input_data378]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:27:25 MSK 2023","Thu Aug 31 00:27:26 MSK 2023","1420","tests","Elements","Web Tables","","","test_web_table_add_person[input_data240]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:27:03 MSK 2023","Thu Aug 31 00:27:04 MSK 2023","1308","tests","Elements","Web Tables","","","test_web_table_add_person[input_data227]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:27:53 MSK 2023","Thu Aug 31 00:27:55 MSK 2023","1336","tests","Elements","Web Tables","","","test_web_table_add_person[input_data256]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:22:59 MSK 2023","Thu Aug 31 00:23:00 MSK 2023","1404","tests","Elements","Web Tables","","","test_web_table_add_person[input_data71]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:25:49 MSK 2023","Thu Aug 31 00:25:50 MSK 2023","948","tests","Elements","Web Tables","","","test_web_table_add_person[input_data184]"," Check if one new person could be added in the list "
"passed","Thu Aug 31 00:23:58 MSK 2023","Thu Aug 31 00:23:59 MSK 2023","1054","tests","Elements","Web Tables","","","test_web_table_add_person[input_data112]"," Check if one new person could be added in the list "
"passed","Thu Aug 31 00:23:32 MSK 2023","Thu Aug 31 00:23:33 MSK 2023","881","tests","Elements","Web Tables","","","test_web_table_add_person[input_data94]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:30:06 MSK 2023","Thu Aug 31 00:30:08 MSK 2023","1371","tests","Elements","Web Tables","","","test_web_table_add_person[input_data332]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:31:52 MSK 2023","Thu Aug 31 00:31:54 MSK 2023","1359","tests","Elements","Web Tables","","","test_web_table_add_person[input_data393]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:29:52 MSK 2023","Thu Aug 31 00:29:53 MSK 2023","950","tests","Elements","Web Tables","","","test_web_table_add_person[input_data324]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:31:07 MSK 2023","Thu Aug 31 00:31:08 MSK 2023","1372","tests","Elements","Web Tables","","","test_web_table_add_person[input_data367]"," Check if one new person could be added in the list "
"passed","Thu Aug 31 00:23:28 MSK 2023","Thu Aug 31 00:23:29 MSK 2023","983","tests","Elements","Web Tables","","","test_web_table_add_person[input_data91]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:30:53 MSK 2023","Thu Aug 31 00:30:54 MSK 2023","1336","tests","Elements","Web Tables","","","test_web_table_add_person[input_data358]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:24:48 MSK 2023","Thu Aug 31 00:24:49 MSK 2023","908","tests","Elements","Web Tables","","","test_web_table_add_person[input_data148]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:25:27 MSK 2023","Thu Aug 31 00:25:28 MSK 2023","1328","tests","Elements","Web Tables","","","test_web_table_add_person[input_data171]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:28:15 MSK 2023","Thu Aug 31 00:28:16 MSK 2023","1377","tests","Elements","Web Tables","","","test_web_table_add_person[input_data269]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:21:55 MSK 2023","Thu Aug 31 00:21:56 MSK 2023","1378","tests","Elements","Web Tables","","","test_web_table_add_person[input_data27]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:21:52 MSK 2023","Thu Aug 31 00:21:53 MSK 2023","1372","tests","Elements","Web Tables","","","test_web_table_add_person[input_data25]"," Check if one new person could be added in the list "
"passed","Thu Aug 31 00:23:15 MSK 2023","Thu Aug 31 00:23:16 MSK 2023","902","tests","Elements","Web Tables","","","test_web_table_add_person[input_data82]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:25:44 MSK 2023","Thu Aug 31 00:25:45 MSK 2023","1417","tests","Elements","Web Tables","","","test_web_table_add_person[input_data181]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:28:44 MSK 2023","Thu Aug 31 00:28:45 MSK 2023","1336","tests","Elements","Web Tables","","","test_web_table_add_person[input_data286]"," Check if one new person could be added in the list "
"passed","Thu Aug 31 00:22:47 MSK 2023","Thu Aug 31 00:22:48 MSK 2023","956","tests","Elements","Web Tables","","","test_web_table_add_person[input_data62]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:23:51 MSK 2023","Thu Aug 31 00:23:52 MSK 2023","917","tests","Elements","Web Tables","","","test_web_table_add_person[input_data107]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:24:57 MSK 2023","Thu Aug 31 00:24:59 MSK 2023","1408","tests","Elements","Web Tables","","","test_web_table_add_person[input_data154]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:27:37 MSK 2023","Thu Aug 31 00:27:39 MSK 2023","1353","tests","Elements","Web Tables","","","test_web_table_add_person[input_data247]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:30:45 MSK 2023","Thu Aug 31 00:30:46 MSK 2023","1320","tests","Elements","Web Tables","","","test_web_table_add_person[input_data354]"," Check if one new person could be added in the list "
"passed","Thu Aug 31 00:22:30 MSK 2023","Thu Aug 31 00:22:31 MSK 2023","924","tests","Elements","Web Tables","","","test_web_table_add_person[input_data49]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:31:23 MSK 2023","Thu Aug 31 00:31:25 MSK 2023","1364","tests","Elements","Web Tables","","","test_web_table_add_person[input_data376]"," Check if one new person could be added in the list "
"passed","Thu Aug 31 00:32:41 MSK 2023","Thu Aug 31 00:32:42 MSK 2023","295","tests","Elements","Web Tables","","","test_web_table_switch_rows[20]"," Check if page switches to the selected rows number "
"skipped","Thu Aug 31 00:26:21 MSK 2023","Thu Aug 31 00:26:22 MSK 2023","908","tests","Elements","Web Tables","","","test_web_table_add_person[input_data202]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:23:11 MSK 2023","Thu Aug 31 00:23:12 MSK 2023","922","tests","Elements","Web Tables","","","test_web_table_add_person[input_data79]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:23:22 MSK 2023","Thu Aug 31 00:23:23 MSK 2023","916","tests","Elements","Web Tables","","","test_web_table_add_person[input_data86]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:28:16 MSK 2023","Thu Aug 31 00:28:18 MSK 2023","1351","tests","Elements","Web Tables","","","test_web_table_add_person[input_data270]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:26:51 MSK 2023","Thu Aug 31 00:26:52 MSK 2023","970","tests","Elements","Web Tables","","","test_web_table_add_person[input_data220]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:31:50 MSK 2023","Thu Aug 31 00:31:52 MSK 2023","1324","tests","Elements","Web Tables","","","test_web_table_add_person[input_data392]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:32:17 MSK 2023","Thu Aug 31 00:32:18 MSK 2023","244","tests","Elements","Web Tables","","","test_web_table_search_specified_results[a@-3]"," Check if search result matches to the query "
"failed","Thu Aug 31 00:22:51 MSK 2023","Thu Aug 31 00:22:52 MSK 2023","858","tests","Elements","Web Tables","","","test_web_table_add_person[input_data65]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:28:09 MSK 2023","Thu Aug 31 00:28:09 MSK 2023","908","tests","Elements","Web Tables","","","test_web_table_add_person[input_data265]"," Check if one new person could be added in the list "
"passed","Thu Aug 31 00:32:33 MSK 2023","Thu Aug 31 00:32:34 MSK 2023","912","tests","Elements","Web Tables","","","test_web_table_edit_person_first_name[Alden-AAlden]"," Check if first_name could be edited "
"failed","Thu Aug 31 00:30:59 MSK 2023","Thu Aug 31 00:31:00 MSK 2023","980","tests","Elements","Web Tables","","","test_web_table_add_person[input_data362]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:32:05 MSK 2023","Thu Aug 31 00:32:07 MSK 2023","2002","tests","Elements","Web Tables","","","test_web_table_add_random_valid_persons[2]"," Check if 'how_much' new random persons could be added in the list "
"skipped","Thu Aug 31 00:29:25 MSK 2023","Thu Aug 31 00:29:27 MSK 2023","1380","tests","Elements","Web Tables","","","test_web_table_add_person[input_data309]"," Check if one new person could be added in the list "
"passed","Thu Aug 31 00:22:35 MSK 2023","Thu Aug 31 00:22:36 MSK 2023","856","tests","Elements","Web Tables","","","test_web_table_add_person[input_data53]"," Check if one new person could be added in the list "
"passed","Thu Aug 31 00:24:24 MSK 2023","Thu Aug 31 00:24:25 MSK 2023","884","tests","Elements","Web Tables","","","test_web_table_add_person[input_data131]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:23:04 MSK 2023","Thu Aug 31 00:23:05 MSK 2023","1400","tests","Elements","Web Tables","","","test_web_table_add_person[input_data74]"," Check if one new person could be added in the list "
"passed","Thu Aug 31 00:24:20 MSK 2023","Thu Aug 31 00:24:21 MSK 2023","874","tests","Elements","Web Tables","","","test_web_table_add_person[input_data128]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:21:05 MSK 2023","Thu Aug 31 00:21:05 MSK 2023","0","tests","Elements","Radio Button","","","test_radio_button_no"," Check if it's possible to select button 'No'"
"failed","Thu Aug 31 00:24:09 MSK 2023","Thu Aug 31 00:24:10 MSK 2023","1063","tests","Elements","Web Tables","","","test_web_table_add_person[input_data120]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:27:04 MSK 2023","Thu Aug 31 00:27:06 MSK 2023","1344","tests","Elements","Web Tables","","","test_web_table_add_person[input_data228]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:29:59 MSK 2023","Thu Aug 31 00:30:01 MSK 2023","1430","tests","Elements","Web Tables","","","test_web_table_add_person[input_data328]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:26:37 MSK 2023","Thu Aug 31 00:26:38 MSK 2023","1388","tests","Elements","Web Tables","","","test_web_table_add_person[input_data211]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:27:35 MSK 2023","Thu Aug 31 00:27:37 MSK 2023","1394","tests","Elements","Web Tables","","","test_web_table_add_person[input_data246]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:28:18 MSK 2023","Thu Aug 31 00:28:19 MSK 2023","1329","tests","Elements","Web Tables","","","test_web_table_add_person[input_data271]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:30:47 MSK 2023","Thu Aug 31 00:30:48 MSK 2023","1453","tests","Elements","Web Tables","","","test_web_table_add_person[input_data355]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:24:41 MSK 2023","Thu Aug 31 00:24:42 MSK 2023","944","tests","Elements","Web Tables","","","test_web_table_add_person[input_data143]"," Check if one new person could be added in the list "
"passed","Thu Aug 31 00:21:39 MSK 2023","Thu Aug 31 00:21:40 MSK 2023","997","tests","Elements","Web Tables","","","test_web_table_add_person[input_data17]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:28:51 MSK 2023","Thu Aug 31 00:28:52 MSK 2023","1373","tests","Elements","Web Tables","","","test_web_table_add_person[input_data290]"," Check if one new person could be added in the list "
"passed","Thu Aug 31 00:32:41 MSK 2023","Thu Aug 31 00:32:41 MSK 2023","64","tests","Elements","Web Tables","","","test_web_table_switch_rows[10]"," Check if page switches to the selected rows number "
"passed","Thu Aug 31 00:32:43 MSK 2023","Thu Aug 31 00:32:44 MSK 2023","354","tests","Elements","Web Tables","","","test_web_table_switch_rows[100]"," Check if page switches to the selected rows number "
"passed","Thu Aug 31 00:23:39 MSK 2023","Thu Aug 31 00:23:39 MSK 2023","883","tests","Elements","Web Tables","","","test_web_table_add_person[input_data99]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:26:33 MSK 2023","Thu Aug 31 00:26:34 MSK 2023","1407","tests","Elements","Web Tables","","","test_web_table_add_person[input_data209]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:30:42 MSK 2023","Thu Aug 31 00:30:43 MSK 2023","947","tests","Elements","Web Tables","","","test_web_table_add_person[input_data352]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:30:31 MSK 2023","Thu Aug 31 00:30:33 MSK 2023","1322","tests","Elements","Web Tables","","","test_web_table_add_person[input_data346]"," Check if one new person could be added in the list "
"passed","Thu Aug 31 00:21:48 MSK 2023","Thu Aug 31 00:21:49 MSK 2023","976","tests","Elements","Web Tables","","","test_web_table_add_person[input_data22]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:21:36 MSK 2023","Thu Aug 31 00:21:37 MSK 2023","844","tests","Elements","Web Tables","","","test_web_table_add_person[input_data15]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:21:58 MSK 2023","Thu Aug 31 00:21:59 MSK 2023","1440","tests","Elements","Web Tables","","","test_web_table_add_person[input_data29]"," Check if one new person could be added in the list "
"passed","Thu Aug 31 00:33:11 MSK 2023","Thu Aug 31 00:33:11 MSK 2023","476","tests","Elements","Links","","","test_satus_mess_and_code[Moved]"," Check if status codes and messages are correct "
"failed","Thu Aug 31 00:24:00 MSK 2023","Thu Aug 31 00:24:01 MSK 2023","856","tests","Elements","Web Tables","","","test_web_table_add_person[input_data114]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:23:24 MSK 2023","Thu Aug 31 00:23:25 MSK 2023","895","tests","Elements","Web Tables","","","test_web_table_add_person[input_data88]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:23:46 MSK 2023","Thu Aug 31 00:23:47 MSK 2023","1384","tests","Elements","Web Tables","","","test_web_table_add_person[input_data104]"," Check if one new person could be added in the list "
