"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Thu Aug 31 00:27:12 MSK 2023","Thu Aug 31 00:27:13 MSK 2023","1396","tests","Elements","Web Tables","","","test_web_table_add_person[input_data232]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:31:35 MSK 2023","Thu Aug 31 00:31:37 MSK 2023","1398","tests","Elements","Web Tables","","","test_web_table_add_person[input_data383]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:32:26 MSK 2023","Thu Aug 31 00:32:31 MSK 2023","5145","tests","Elements","Web Tables","","","test_web_table_search_special_symbols[/*/-3]"," Check if search result matches to the query "
"skipped","Thu Aug 31 00:29:06 MSK 2023","Thu Aug 31 00:29:07 MSK 2023","1345","tests","Elements","Web Tables","","","test_web_table_add_person[input_data298]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:27:52 MSK 2023","Thu Aug 31 00:27:53 MSK 2023","1436","tests","Elements","Web Tables","","","test_web_table_add_person[input_data255]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:23:14 MSK 2023","Thu Aug 31 00:23:15 MSK 2023","978","tests","Elements","Web Tables","","","test_web_table_add_person[input_data81]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:22:21 MSK 2023","Thu Aug 31 00:22:21 MSK 2023","902","tests","Elements","Web Tables","","","test_web_table_add_person[input_data43]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:26:19 MSK 2023","Thu Aug 31 00:26:20 MSK 2023","1024","tests","Elements","Web Tables","","","test_web_table_add_person[input_data201]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:30:21 MSK 2023","Thu Aug 31 00:30:22 MSK 2023","1351","tests","Elements","Web Tables","","","test_web_table_add_person[input_data340]"," Check if one new person could be added in the list "
"passed","Thu Aug 31 00:23:40 MSK 2023","Thu Aug 31 00:23:41 MSK 2023","1097","tests","Elements","Web Tables","","","test_web_table_add_person[input_data100]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:32:17 MSK 2023","Thu Aug 31 00:32:17 MSK 2023","280","tests","Elements","Web Tables","","","test_web_table_search_specified_results[nt-3]"," Check if search result matches to the query "
"failed","Thu Aug 31 00:22:22 MSK 2023","Thu Aug 31 00:22:23 MSK 2023","1308","tests","Elements","Web Tables","","","test_web_table_add_person[input_data44]"," Check if one new person could be added in the list "
"passed","Thu Aug 31 00:23:29 MSK 2023","Thu Aug 31 00:23:30 MSK 2023","1071","tests","Elements","Web Tables","","","test_web_table_add_person[input_data92]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:31:41 MSK 2023","Thu Aug 31 00:31:42 MSK 2023","1379","tests","Elements","Web Tables","","","test_web_table_add_person[input_data386]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:29:45 MSK 2023","Thu Aug 31 00:29:46 MSK 2023","1304","tests","Elements","Web Tables","","","test_web_table_add_person[input_data320]"," Check if one new person could be added in the list "
"passed","Thu Aug 31 00:32:41 MSK 2023","Thu Aug 31 00:32:41 MSK 2023","316","tests","Elements","Web Tables","","","test_web_table_switch_rows[5]"," Check if page switches to the selected rows number "
"failed","Thu Aug 31 00:21:44 MSK 2023","Thu Aug 31 00:21:46 MSK 2023","1364","tests","Elements","Web Tables","","","test_web_table_add_person[input_data20]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:22:06 MSK 2023","Thu Aug 31 00:22:07 MSK 2023","976","tests","Elements","Web Tables","","","test_web_table_add_person[input_data34]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:26:14 MSK 2023","Thu Aug 31 00:26:15 MSK 2023","1420","tests","Elements","Web Tables","","","test_web_table_add_person[input_data198]"," Check if one new person could be added in the list "
"passed","Thu Aug 31 00:24:40 MSK 2023","Thu Aug 31 00:24:41 MSK 2023","908","tests","Elements","Web Tables","","","test_web_table_add_person[input_data142]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:31:33 MSK 2023","Thu Aug 31 00:31:35 MSK 2023","1360","tests","Elements","Web Tables","","","test_web_table_add_person[input_data382]"," Check if one new person could be added in the list "
"passed","Thu Aug 31 00:24:39 MSK 2023","Thu Aug 31 00:24:40 MSK 2023","880","tests","Elements","Web Tables","","","test_web_table_add_person[input_data141]"," Check if one new person could be added in the list "
"passed","Thu Aug 31 00:22:03 MSK 2023","Thu Aug 31 00:22:04 MSK 2023","1017","tests","Elements","Web Tables","","","test_web_table_add_person[input_data32]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:22:42 MSK 2023","Thu Aug 31 00:22:43 MSK 2023","881","tests","Elements","Web Tables","","","test_web_table_add_person[input_data58]"," Check if one new person could be added in the list "
"passed","Thu Aug 31 00:32:42 MSK 2023","Thu Aug 31 00:32:42 MSK 2023","324","tests","Elements","Web Tables","","","test_web_table_switch_rows[25]"," Check if page switches to the selected rows number "
"failed","Thu Aug 31 00:21:35 MSK 2023","Thu Aug 31 00:21:36 MSK 2023","942","tests","Elements","Web Tables","","","test_web_table_add_person[input_data14]"," Check if one new person could be added in the list "
"passed","Thu Aug 31 00:32:09 MSK 2023","Thu Aug 31 00:32:09 MSK 2023","228","tests","Elements","Web Tables","","","test_web_table_search_specified_results[Cierra-1]"," Check if search result matches to the query "
"skipped","Thu Aug 31 00:25:53 MSK 2023","Thu Aug 31 00:25:54 MSK 2023","1404","tests","Elements","Web Tables","","","test_web_table_add_person[input_data186]"," Check if one new person could be added in the list "
"passed","Thu Aug 31 00:32:35 MSK 2023","Thu Aug 31 00:32:36 MSK 2023","984","tests","Elements","Web Tables","","","test_web_table_edit_person_first_name[Kierra-KierrA]"," Check if first_name could be edited "
"skipped","Thu Aug 31 00:32:03 MSK 2023","Thu Aug 31 00:32:05 MSK 2023","1376","tests","Elements","Web Tables","","","test_web_table_add_person[input_data399]"," Check if one new person could be added in the list "
